MOT01,L_hippocampus,-24.412590073399834,4.598063602609312,-21.684780267481532
MOT01,R_hippocampus,25.68288084512633,3.6462281849775273,-19.203453561176705
MOT01,L_caudate,-13.482603368922733,28.603432947609633,7.753079261636972
MOT01,R_caudate,14.255412029614515,27.085450318452345,8.070562214689426
MOT01,L_ventralDC,-10.50101232453962,8.364891995488595,-16.02733407237521
MOT01,R_ventralDC,10.189056084777828,7.794201867744444,-15.061891690940978
MOT01,brainstem,-0.5346230320534812,-2.7135843501463373,-38.86053013668292
MOT01,L_m1,-28.188163222811436,-6.326901173460143,35.4680955846831
MOT01,L_thalamus,-11.881173824334832,3.6646321467189016,-2.2576692580980597
MOT01,R_m1,26.13829322518471,-6.642710573198593,39.00884188840658
MOT01,R_thalamus,11.085034245901173,3.042449401673502,-1.3353558043900489
MOT01,L_S1,-36.61377409659978,-10.144277421795314,36.412243933077605
MOT01,R_S1,31.79507342077905,-11.836691815004402,37.36150741408464
MOT01,L_SMAa,-21.455095929083722,16.017182931765532,50.75540461243965
MOT01,R_SMAa,18.388264117046045,12.143135809015565,51.17324419489679
MOT01,L_SMAp,-16.81787989335211,-5.760943029398026,48.75241523322899
MOT01,R_SMAp,17.39577100522877,-4.244904465083834,50.16460058689814
MOT01,L_SCEF,-7.487087184684434,11.37543682995118,46.3720816471006
MOT01,R_SCEF,4.203555088008728,11.195457311500185,44.02768468925339
MOT01,L_dorsal6,-34.01992612802124,-7.107489554397278,46.39526434985121
MOT01,R_dorsal6,35.95125407382209,-2.1039376997834673,47.19896341368971
MOT01,L_ventral6,-57.92058337432778,20.215523942604396,24.562485771466473
MOT01,R_ventral6,58.22918981811731,16.935429781073537,23.230403645394798
MOT01,L_rostral6,-52.391192355740635,27.41335627303529,9.197286103608787
MOT01,R_rostral6,52.71673873451406,29.07748235402439,8.91737392809415
MOT01,L_anterior6,25.077056018682093,11.419488598867206,40.186645881415146
